# CMD: bash -lc docker compose logs --since=8h api | tail -n 2000
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36082 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36090 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36092 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36074 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53042 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53066 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53058 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53030 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32860 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32884 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32874 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:32854 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34524 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34526 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34534 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34520 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48682 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48680 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48666 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48654 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46052 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46064 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46054 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46044 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52820 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52832 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52834 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52810 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49620 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49610 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49594 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49588 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43494 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43508 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43498 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43492 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45192 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45200 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45206 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:45190 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43974 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43990 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44004 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43966 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36910 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36926 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36938 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36906 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41410 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41382 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41398 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41370 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34666 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34688 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34680 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34650 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54054 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54074 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54058 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54050 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58786 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58798 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58806 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58772 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48180 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48186 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48182 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:48174 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56822 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56830 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56828 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56818 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38704 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38694 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38698 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38678 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40140 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40142 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40146 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40130 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46854 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46868 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46882 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46844 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53534 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53550 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53556 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53526 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59450 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59466 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59474 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59448 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42620 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42632 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42606 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42630 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40132 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40150 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40138 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40116 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43328 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43342 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43358 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43326 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37482 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37494 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37466 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37458 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60638 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60658 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60652 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60632 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36454 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36446 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36448 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36438 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35968 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35964 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35980 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:35958 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40966 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40972 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40984 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40956 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42218 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42232 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42220 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42214 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50248 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50264 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50280 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:50232 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49578 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49546 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49574 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49548 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37766 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37748 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37750 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37780 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58734 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58740 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58742 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58728 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=-1003946873279: ConnectTimeout: ConnectTimeout('')
api-1  | [ROBOT LOOP ERROR] telegram_required_send_failed:vip_signal_update:chat_id=-1003946873279:error=
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34684 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34672 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34698 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34668 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57996 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58028 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58012 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57984 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58758 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58768 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58766 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58742 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41066 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41084 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41056 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41076 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34894 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34890 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34914 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34906 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | [TELEGRAM SEND ERROR] chat_id=-1003946873279: ConnectTimeout: ConnectTimeout('')
api-1  | [ROBOT LOOP ERROR] telegram_required_send_failed:vip_signal_update:chat_id=-1003946873279:error=
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40314 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40318 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40332 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40310 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53580 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53540 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53566 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53542 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60514 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60540 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60524 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60502 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55658 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55664 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55674 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55642 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60444 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60454 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60450 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:60428 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59100 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59092 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59084 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59068 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46368 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46392 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46378 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46354 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56722 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56734 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56736 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:56716 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57076 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57098 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57086 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57066 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46214 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46198 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46186 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46180 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37144 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37150 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37162 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:37134 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.huobi.pro/v2/reference/currencies
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54338 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54362 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54370 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:54340 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58842 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58834 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58840 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:58830 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40842 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40844 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40838 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40834 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42964 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42958 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42942 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:42930 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43472 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55936 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55952 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55950 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
