# CMD: bash -lc docker compose logs --since=8h api | tail -n 2000
api-1  | INFO:     Started server process [1]
api-1  | INFO:     172.18.0.1:59142 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39974 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39982 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39960 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52922 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:52938 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:39960 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36832 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:36830 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [MARKET OHLCV ERROR] BTC/USDT 1m: htx GET https://api.hbdm.vn/linear-swap-api/v1/swap_contract_info?business_type=all
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.hbdm.vn/linear-swap-api/v1/swap_contract_info?business_type=all
api-1  | INFO:     172.18.0.1:39960 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38350 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38366 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | [HTX RETRY] attempt=1/3 error=htx GET https://api.hbdm.vn/linear-swap-api/v1/swap_contract_info?business_type=all
api-1  | INFO:     172.18.0.1:38336 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55354 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:55362 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38336 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53302 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53310 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53288 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53224 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53230 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:53216 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38298 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38300 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38288 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38548 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38550 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38536 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33628 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33644 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:38536 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51976 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51992 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:51974 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40960 - "GET /intelligence/events?limit=80 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40970 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33552 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33580 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33590 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33606 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33610 - "GET /health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33626 - "GET /bot/state HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33642 - "GET /robot/loop-state HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33658 - "GET /signals?limit=200 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33674 - "GET /positions?limit=200 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33678 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33690 - "GET /analytics/reason-breakdown HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33706 - "GET /analytics/signal-quality HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33718 - "GET /intelligence/events?limit=300 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33554 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59492 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59500 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59494 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:59476 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33554 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43976 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44002 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43986 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:43964 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33554 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44212 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44196 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44180 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44164 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33554 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40946 - "GET /intelligence/scan HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47080 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47088 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:47068 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:33554 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40946 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57812 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57822 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57826 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:57808 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40946 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41964 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41980 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41988 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:41966 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40946 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46200 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46190 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46178 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46148 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:46146 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34858 - "GET /health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34864 - "GET /bot/state HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34878 - "GET /robot/loop-state HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34882 - "GET /signals?limit=200 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34888 - "GET /positions?limit=200 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34904 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34910 - "GET /analytics/reason-breakdown HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34926 - "GET /analytics/signal-quality HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:34938 - "GET /intelligence/events?limit=300 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44628 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44618 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44644 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44616 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:44600 - "GET /system/health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40606 - "GET /health HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40622 - "GET /bot/state HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40624 - "GET /robot/loop-state HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40636 - "GET /signals?limit=200 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40644 - "GET /positions?limit=200 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40660 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40666 - "GET /analytics/reason-breakdown HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40680 - "GET /analytics/signal-quality HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:40684 - "GET /intelligence/events?limit=300 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49176 - "GET /positions HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49182 - "GET /signals?limit=10&offset=0 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49196 - "GET /intelligence/events?limit=10 HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49170 - "GET /analytics/summary HTTP/1.1" 200 OK
api-1  | INFO:     172.18.0.1:49162 - "GET /system/health HTTP/1.1" 200 OK
